Text,Sentiment,Emotions,translated_text,Justification
समर्थकांनी पक्षातील चुका दाखवणं हा त्यांच्यामते गुन्हा समजला जातो....,-1,Disgust,Pointing out mistakes in the party is considered a crime by them.,"The phrase ""गुन्हा समजला जातो"" (considered a crime) expresses disapproval."
अर्धवट ग्रुपचा नेता आहे हा,0,Neutral,This is the leader of the half-hearted group.,The statement is descriptive and does not contain strong positive or negative emotion.
फैजाबाद ही निर्लज्ज पणाचा कळस आहे... असुरी प्रवृत्ती आहे ती,-1,Disgust,Faizabad is the epitome of shameless greed... it is demonic in nature.,"Strong negative language like ""shameless"" and ""demonic"" conveys disgust."
"म्हणजे आम्ही रिकामेच आहोत तुमच्यासारखे, मोक्कार पैसा कमवायचा तुम्ही आणि काम करायचं आम्ही वा.......",0,Neutral,"So we are just like you, you have to earn money and we have to work...","While the statement expresses frustration, it does not convey strong enough emotion to classify as anger or sadness."
पोलीस स्मृती दिन निमित्त देशासाठी कर्तव्य बजावत असताना शहीद झालेल्या हुतात्म्यांना भावपूर्ण श्रद्धांजली !!,-1,Sadness,Emotional tribute to the martyrs who died while performing their duty for the country on the occasion of Police Memorial Day!!,"The phrase ""भावपूर्ण श्रद्धांजली"" (heartfelt tribute) expresses sorrow and mourning."
तु कोणत्या क्रिकेट प्रकारात प्लेअर होता?????????????????? उपाध्यक्ष होण्याची तुझी लायकी काय???????,-1,Surprise,What type of cricket were you a player in??????????????????? What are your qualifications to be the vice president???????,The excessive punctuation and questioning indicate a tone of shock and disbelief.
"“सहानुभूती, डोळ्यात पाणी,” राज ठाकरेंची उद्धव ठाकरेंवर जोरदार टीका; म्हणाले “कोणतीही लाट…”",-1,Disgust,"""Sympathy, tears in the eyes,"" Raj Thackeray strongly criticizes Uddhav Thackeray; said ""Any wave...""","The phrase ""जोरदार टीका"" (strong criticism) and mocking tone suggest disgust."
"पक्षाने तिकीट कापलेले तुम्ही, का उगाच हसं करुन घेताय.",-1,Surprise,Why are you laughing so hard at the party ticket you've been given?,The rhetorical question implies surprise or disbelief.
ज्या देशात आधी शिक्षणाला धंदा करून ठेवलं आहे तिथे अपेक्षा तरी काय करायची,0,Neutral,What can one expect in a country where education has been a business?,The sentence makes an observation without strong emotional intensity.
मला हेच नाही समजल की कुणाला कु*चे भुंकणे कसे आवडू शकते.,-1,Disgust,I don't understand how anyone can like a dog barking.,"The use of ""भुंकणे"" (barking) metaphorically for people implies disdain."
म्हणजे बीजेपी कीड आहे,0,Neutral,That means BJP is a pest.,"Though it contains a negative word (""कीड"" - pest), it lacks strong emotional depth."
"गद्दारी करुन, आपले टँक्स पैसे भष्टाचारी लोकांच्या हातात दिल्यामुळे लोकखत नि पुरस्कार दिला",-1,Disgust,He was given a public letter and an award for betraying his tax money and giving it to corrupt people.,The accusation of betrayal and corruption expresses disgust.
समर्थकांनी पक्षातील चुका दाखवणं हा त्यांच्यामते गुन्हा समजला जातो....,-1,Disgust,They consider it a crime for supporters to point out mistakes in the party....,Criticism of party intolerance suggests frustration and disgust.
"तुम्ही नेते आहात यात शंकाच आहे, एवढी बालबुद्धी तर लहान मुलांना पण नसते",0,Neutral,"There is no doubt that you are a leader, even small children do not have such childish intelligence.","Though mildly insulting, it lacks strong emotional charge."
मुंबई हि मराठी माणसाची आहे तुज्या सारख्या भय्यां ची नाही,0,Neutral,"Mumbai belongs to Marathi people, not to cowards like you.",The statement has regional bias but lacks high emotional intensity.
कायमस्वरूपी बंदी का नाही केली.? कुठली सेटिंग झाली आहे??,-1,Surprise,Why not ban it permanently? What setting has been made??,The questioning and tone suggest curiosity and surprise.
हा गद्दार अजुन आपल्या सारखे गद्दार शोधतच फिरतो आहे वाटत ....,-1,Anger,It seems this traitor is still looking for traitors like us...,"The term ""गद्दार"" (traitor) repeatedly indicates anger."
हा माणूस खूप मोठा गैरसमज समाज्यात पसरवत आहे. याच्या ज्ञानात भर टाका.,-1,Disgust,This man is spreading a huge misunderstanding in the society. Please increase his knowledge.,The accusation of misinformation conveys disgust.
तुला शिवसैनिकांनी चांगल हाणला होतो त्यामुळे तू बोलतोयस,0,Neutral,"You were beaten up by Shiv Sainiks, that's why you're talking.","Though it refers to violence, it is presented as a factual statement."
कोणीतरी आपल्याला काहीतरी देतं म्हणून त्यांच्या सोबत जोडून राहणं मुळात ही अपेक्षाच चुकीची आहे,-1,Disgust,It is fundamentally wrong to expect someone to stay attached to you just because they give you something.,"The statement criticizes opportunism, expressing disgust."
त्रास भोगल्याशिवाय अक्कल येत नाही...! अर्ध्या तासाच्या पावसामुळं होणारी तारांबळ खूप गरजेची आहे,0,Neutral,Wisdom cannot be gained without suffering...! The relief that comes from half an hour of rain is very necessary.,The sentence conveys a general observation rather than strong emotion.
आज सणाचा बाजार आहे अन हा सकाळपासून मोक्कार पडतोय..,0,Neutral,Today is the festival market and it's been empty since morning.,This is a factual statement without strong emotion.
"ह्यांच्यात कसला आला राष्ट्रवाद, हे तर भ्रष्टवादी",-1,Disgust,"What kind of nationalism has come into these people, they are corrupt.","The phrase ""भ्रष्टवादी"" (corrupt) conveys strong disapproval."
"असे प्रश्न विचारू नका सर, ते वेडे पुन्हा काही वेडसरपणा करतील हो.",-1,Anger,"Don't ask such questions, sir, those madmen will do something crazy again.","The word ""वेडसरपणा"" (madness) and the warning suggest anger."
दोन्ही राज्यांत भाजपच्या मुख्यमंत्री आहेत म्हणजे हे सगळे सोंग ठरवुन केलेली आहे असे समजावे,0,Neutral,"There are BJP Chief Ministers in both the states, so it should be understood that all this is a pretext.",The statement presents an observation rather than emotion.
"भारतात राहून पाकिस्तान जिंदाबादच्या घोषणा देणे हे निषेधार्यच आहे, अशा लोकांना कठोरात कठोर शिक्षा झाली पाहिजे...",-1,Anger,"Raising slogans of 'Pakistan Zindabad' while living in India is unacceptable, such people should be punished severely...",The demand for strict punishment conveys anger.
मशाल हे गद्दारसाठी आहे,-1,Anger,The torch is for the traitor.,"The term ""गद्दार"" (traitor) and the implied punishment suggest anger."
मोदीभक्त यांचे नाव घ्यायला परवानगी नाही दिली वाटत साहेबांनी,0,Neutral,I don't think the hon. has given permission to take the name of a Modi devotee.,This is a neutral political statement.
अरे भुरट्या चोरा तुझ्या बापाचा नोकर आहे का राहुल गांधी तुझ्या प्रश्नाची उत्तरं द्यायला,0,Neutral,"Hey you thief, is Rahul Gandhi your father's servant? He will answer your question.","Although slightly insulting, the phrase does not convey a strong emotional tone."
सरकारला खाजगीकरण करायचे आहे.. ज्यामुळे गरिबी आणखी वाढेल..,-1,Sadness,The government wants to privatize... which will further increase poverty.,"Expresses concern over economic issues, leading to sadness."
"उद्धव हा दुर्मिळ आहे - लाचार, निरुपयोगी आणि निर्लज्ज",-1,Disgust,"Uddhav is a rarity - helpless, useless, and shameless.","The use of ""लाचार, निरुपयोगी आणि निर्लज्ज"" (helpless, useless, shameless) conveys strong contempt."
तेथील काम आपण केलेले नाहीत कधी कराल?,0,Neutral,"If you haven't done the work there, when will you?",A straightforward question without strong emotional intensity.
उद्धटरावांनी आता मशालीनेच स्वतःच्या वडिलांचा पक्ष जाळायला काढला आहे.,-1,Anger,Uddhatrao has now used the torch to burn his own father's party.,The imagery of burning one's father's party expresses strong anger.
"खूपच...!!! अगदी पिसाळल्या सारखे पूर्ण वातावरण दूषित करतात, कसलाच एकोपा राहिला नाही..!!!",-1,Anger,"Very much...!!! They pollute the entire atmosphere like a mad dog, there is no harmony left..!!!","The phrase ""पूर्ण वातावरण दूषित करतात"" (pollute the entire atmosphere) suggests frustration and anger."
बुर्जी पटेल ला उमेदवारी दिली ..तेव्हा तू कोणत्या बिळात लपली होती ग...झिपरे,-1,Surprise,Burji Patel was nominated..then in which hole were you hiding...zipare,"The phrase ""कोणत्या बिळात लपली"" (which hole were you hiding in) conveys disbelief and surprise."
"कुत्ते तो बेहतर होते हे, साले सुवर हे",-1,Disgust,The dog was better than the pig.,"Comparing people to animals (dog, pig) suggests disgust."
माय दिवाळी फराळ चाखुन कंटाळा आला सुद्धा,-1,Disgust,I'm tired of tasting my Diwali snacks.,"Expresses dislike and weariness toward food, showing disgust."
तुम्हा लिलीपुट-कोंबडीचोर पिता पुत्रांपेक्षा या ब्रम्हांडा मध्ये कोणीही पणवती नाहीत हे जग जाहीर आहे,0,Neutral,It is a known fact that there are no bigger misfortunes in the universe than you Lilliputian chicken-thieving fathers and sons.,"Though it contains insults, the tone remains more factual than highly emotional."
हिंदू पोरींना हिंदू मुलगे मिळत नाहीत का? भिकार करीना कपूर बघ,-1,Disgust,Don't Hindu girls get Hindu boys? Look at the beggar Kareena Kapoor.,"The use of ""भिकार"" (beggar) and judgmental tone convey disgust."
"मला कधी कधी वाटतं ते आपल्याला ""माणसं कुठली"" म्हणून हिणवत असतील.",0,Neutral,"Sometimes I think they might be belittling us as ""people of some kind.""",Reflects contemplation but lacks strong emotional intensity.
महाराष्ट्र मधील शेतकरी जातोय भिक मागत आणि ह्याची दिल्ली वारी सतत सतत,-1,Sadness,Farmers in Maharashtra are begging while they continue their Delhi visits.,"Describes economic struggles, evoking sadness."
या मार खायला सोबतीने,0,Neutral,Come and get beaten up.,"Lacks strong emotion, though slightly aggressive."
गद्दरांना त्यात पण पोट दुःखी होत आहे का?,-1,Disgust,Are traitors also getting sick of it?,"The term ""गद्दर"" (traitor) conveys contempt."
ह्याचे पूर्वजांनी हाताच्या पंजाचा वापर करून झोपले असते तर ही वेळ आली नसती,-1,Disgust,"If his ancestors had slept using their hands, this time wouldn't have come.","Implies offensive critique of ancestry, expressing disgust."
नको रे बरसू असा अवकाळी तू वरुणराजा अन्नदात्याची नको रे बघूस अशी तू सत्वपरिक्षा,-1,Anger,"Don't let it rain like this, O Varuna, the food giver, don't let it rain like this, you are a test of your truth.",The frustration toward untimely rain conveys anger.
सुप्रीम कोर्टाने काल च्या निर्णयात पण कठोर भुमिका घ्यायला पाहिजे होती....,0,Neutral,The Supreme Court should have taken a tough stance in yesterday's decision.,A general opinion without strong emotional intensity.
- ? कुठल्या जमान्यात आहेस? कमीत कमी पाहिजे आता..,0,Neutral,- ? What era are you in? At least now..,A rhetorical question without strong emotional charge.
राष्ट्रवादी आणि काँग्रेसने हातात धरलेलं 'मशाल' जनता स्वीकार करणार नाही!,-1,Anger,The public will not accept the 'torch' held by the NCP and Congress!,The assertion of public rejection conveys anger.
क्रांतीच्या वल्गना केल्या पण आता भीतीपोटी वांत्या सुरू झाल्या अलिबाबा आणि चाळीस चोरांना..,-1,Disgust,"They praised the revolution, but now they are starting to vomit out of fear.. Alibaba and the Forty Thieves.","""भीतीपोटी वांत्या"" (vomiting out of fear) indicates disdain and disgust."
हे विरोधक म्हणजे एकमेकांचे पाय खेचणारे खेकडे आहेत,0,Neutral,These opponents are crabs pulling each other's legs.,A metaphor without strong emotional intensity.
खरं सांगा फाटली होती ना साहेब,0,Neutral,"Tell me the truth, sir, it was torn.",A rhetorical statement with mild aggression but not strongly emotional.
मोदीजींचे हे पूर्णपणे चुकीचे आहे. मनीष सिसोदिया यांना अटक,-1,Disgust,This is completely wrong of Modiji. Manish Sisodia arrested.,"""पूर्णपणे चुकीचे"" (completely wrong) conveys disapproval and disgust."
आता बोला कोण विरोध करणार याला? आहे का हिम्मत?,0,Neutral,"Now tell me, who will oppose this? Do you have the courage?",A challenging question without strong emotional charge.
निर्लज्ज सदा सुखी! आपल्या बंगल्याच नामकरण केले काय! बाबासाहेबांची मातोश्री!,-1,anger,"Shameless, always happy! Did you name your bungalow! Babasaheb's mother!","The word ""निर्लज्ज"" (shameless) conveys anger and criticism, indicating a strong negative sentiment."
खरे आहे. पण हे खोके किती दिवस पुरणार? कधीतरी संपणार आहेतच. मग त्यानंतर काय?,0,neutral,True. But how long will these boxes last? They're going to run out eventually. So what happens after that?,The sentence is neutral as it presents a factual statement without emotional intensity.
आणि शिवसैनिक की भाषा मे महाराष्ट्र द्रोही मोहीत कंपोष्ट महा चुटीया है..,0,neutral,"And in the language of Shiv Sainiks, Maharashtra is a country full of traitors, a country full of corruption.","Although the sentence uses strong words like ""traitor,"" it appears more like a general statement rather than an emotional outburst."
पूर्वी पाऊस पडावा म्हणून बेडकांची लग्न लावली जायची. आता त्याचा घटस्फोट घेयची वेळ आली आहे,0,neutral,"In the past, frogs were married to make it rain. Now it's time to divorce them.",The sentence is metaphorical and does not express any strong emotions.
"किती भडकातोस रे, मागील दरवाजा ही तर शाखा वाल्यांची खासियत...",-1,disgust,"How arrogant you are, the back door is the specialty of the branch people...","Use of ""भडकातोस"" (arrogant) and reference to a ""back door"" implies disgust and criticism."
देशाचा गृहमंत्री एक आरोपी असताना देशाचे अजून काय हाल होणार भामट्या...,-1,disgust,"What else will happen to the country when the Home Minister of the country is an accused, you idiot...","The phrase ""भामट्या"" (idiot) and accusing the Home Minister indicates strong disgust."
हा म्हणजे तरंगणारी विष्ठा य,-1,disgust,This is floating feces.,"Comparing someone to ""floating feces"" is highly derogatory, expressing disgust."
नवीन संडासाचे उद्घाटन सोडून तुम्ही काय केलं आहे का मतदार संघात???,0,neutral,"Apart from inaugurating a new toilet, what have you done in the constituency???","The sentence questions actions but does not express strong emotion, making it neutral."
नाही देणार नाहिच चांगली झाली की गौशाळेत नेणार आहे तिला,0,neutral,"I won't give it to her, and when she gets better, I'll take her to the cowshed.",There is no evident strong emotion; it appears to be a statement of intent.
कांड केलंय म्हणून ब्लॉकची सजा का नाही केलंय त्याची सजा? बेंचो,0,neutral,Why wasn't the block punished for committing the crime? Bencho,"The word ""बेंचो"" is informal, but the sentence lacks strong emotional intensity."
गांडो वाकडा आनी गांडो मराठी माणूस! एकच राहिला होता वाघ तो पण झाला हिजडा!,-1,disgust,"The crooked and the Marathi man are crazy! The only one left was the tiger, and he also became a hermaphrodite!","The use of ""हिजडा"" (hermaphrodite) and ""गांडो"" (crazy) as insults implies strong disgust."
छान संस्कार केलेत....बघा मतदारांनो अशा लोकांना निवडून आपण देणार का,1,joy,"You have done a great job....look, voters, will you elect such people?",The sarcastic praise implies irony but is not strongly emotional.
कोकणासह राज्यात ओला दुष्काळ जाहीर होणार अत्यंत गरजेचं आहे.,0,neutral,"It is extremely important that a wet drought be declared in the state, including Konkan.",A factual statement without emotional charge.
बघा तुमच्या नशिबी हे काही नाही.... दुसऱ्याची नाव लावायला लागतात...,-1,anger,"Look, this has nothing to do with your destiny.... They start naming others...","The phrase implies resentment, making it an angry statement."
कोण तुम्ही कुणीही ओळखत नाही तुम्हाला मग का पुढे पुढे करायचं,0,neutral,"No one knows who you are, so why should you continue?",A simple question without emotional intensity.
"ट्विटर नाही अपमान सोडा , आणि आपल्याकडे बटन आहेच की...",-1,anger,"No Twitter, stop insulting, and we have a button...","The phrase ""अपमान सोडा"" (stop insulting) implies frustration and anger."
असे कोण आहे रे तिकडे? च्यायला.. माझीच शेपटी होती व्हय,-1,surprise,Who is that there? Oh my.. I had a tail.,"The expression ""च्यायला"" and the surprise in the sentence indicate shock or surprise."
जनावरं ही त्रस्त आहेत रामराज्यात.,-1,sadness,Animals are suffering in the kingdom of Ram.,"The phrase expresses suffering, indicating sadness."
पण असं कुणी परीक्षा आली की पळ काढत का?,0,neutral,But does anyone run away when the exam comes?,The question is rhetorical and does not express strong emotion.
"भंगारा,पहाटेचे शपथविधी चालते का?",0,neutral,"Bhangara, is the swearing-in ceremony going on in the morning?",A simple question without emotional intensity.
आय शेमण्या काही कुठला संदर्भ आहे का..की नुसताच उपटत बसलास च्या धक्क्यामुळे..?,0,neutral,Is there any reference to I Shemanya...or is it just because of the shock of being uprooted...?,The sentence questions a reference but lacks any strong emotional expression.
"अच्छा म्हणजे मुरलीन काम केलेली नाही अस नाही , त्याने पैसे खाल्लेत असय",0,neutral,"Well, it's not that Murlin hasn't done any work, he's just been eating money.",The sentence hints at corruption but does not display a strong emotional tone.
परतीचा पावसामुळे जे सोयाबीन शेतकरया च नुकसान झाले आहे त्या कडे पन लश दया.,0,neutral,Please help the soybean farmers who have suffered losses due to the back rains.,"A factual statement requesting help, without emotional intensity."
रात्री भेटणाऱ्या एकनाथला विचार फडणवीस ला का भेटत होता वेषांतर करून तो सांगेल,0,neutral,"Eknath, who met him at night, wondered why he was meeting Fadnavis. He would disguise himself and tell him.",The statement presents curiosity but does not convey strong emotion.
ही दळभद्री फक्त हिंदू धर्मावरच बोलणार इतर धर्मावर बोलायला वीतभर नाही हातभर फाटती,0,neutral,"This Dalbhadri will only talk about Hinduism, she doesn't even have the guts to talk about other religions, she's just a handful.","Though the statement criticizes, it does not have a strong emotional charge."
तुझ्या सारखे म्हणजे शंबर टक्के शेजाऱ्याला पप्पा म्हणणारे तुम्हीं.,0,neutral,"Like you, you are the one who calls your neighbor papa.",The sentence is sarcastic but does not express a specific emotion.
अवघड आहे ही,0,neutral,This is difficult.,A factual statement without emotional weight.
काहीच कळलं नाही कृपया राष्ट्रभाषा मराठीत सांगा!,-1,fear,"I don't understand anything, please tell me in Marathi, the national language!",The plea for clarity indicates anxiety or fear of misunderstanding.
सत्ते मधे कशा साठी बसले तुम्ही हे आधी सांगा जनतेला,0,neutral,First tell the people why you came to power.,A question without a strong emotional tone.
“अंधारात गाडी उभी केली आणि…” या अभिनेत्रीला आला प्रवासात धक्कादायक अनुभव,-1,fear,"""Parked the car in the dark and..."" This actress had a shocking experience while traveling.","The phrase ""धक्कादायक अनुभव"" (shocking experience) indicates fear or anxiety."
"भाजपाला टार्गेट करत, नेटकऱ्यांनी बाळासाहेबांच्या नावावरून शिंदे गटाला केले ट्रोल –",0,neutral,"Targeting BJP, netizens trolled Shinde group in Balasaheb's name –",A factual statement without emotional intensity.
मा.सत्यजित कदम ह्यांना उमेदवारी देऊन त्यांना कायमचे घरी बसावलत...हे कितपत योग्य आहे ओ साहेब....,0,neutral,"Giving nomination to Hon. Satyajit Kadam and making him stay at home forever...how right is this, sir...?",The question is rhetorical but does not express a strong emotion.
"भाजपाईं हरामख़ोर काही ही करूँ शकतात, पाताळयंत्री",0,neutral,"The BJP bastards can do this, Patalyantri.","The use of ""हरामखोर"" (scoundrels) is strong language, but overall sentiment remains neutral."
"तुमचं दुर्दैव हे आहे की ""सहानभूती आणि मतं"" दोन्हीपण लोक तुम्हांला देत नाहीत.",0,neutral,"Your misfortune is that people do not give you both ""sympathy and opinions"".",The statement is observational rather than emotional.
तुरुंगातल्या शौचालयात गैरसोय झालेल्या आपल्या पार्श्वभागावर,0,neutral,"On your back, which is inconvenient in the prison toilet.",Crude language but lacks strong emotion.
अख्खी लोकशाही ची धुरा एका माणसावर अवलंबून असावी हीच शोकांतिका आहे,-1,sadness,It is a tragedy that the entire axis of democracy should depend on one man.,"The word ""शोकांतिका"" (tragedy) conveys sadness."
"भंगार आहे हा भंगार ,महाराष्ट्र ला लागलेली ही एक मोठी किड आहेत.",-1,disgust,"This is junk, this is junk, this is a big pest that has infected Maharashtra.","The phrase ""मोठी किड"" (big pest) indicates disgust."
: लागवड घटल्याने यंदा कांद्याचे होणार वांधे !,0,neutral,: There will be a shortage of onions this year due to reduced planting!,A factual statement without emotional intensity.
या भुंकणाऱ्या कुत्र्याला पैसे भेटलेत म्हणून भुंकतोय,0,neutral,This barking dog is barking because he got money.,"The phrase ""भुंकणाऱ्या कुत्र्याला"" (barking dog) is derogatory but does not strongly express emotion."
आता जास्त बोलू नको..व्हिडिओ पाठव..तू बोलतोस जास्त..काम कमी.. चल कामाला लाग रे.,-1,anger,Don't talk too much now..send a video..you talk too much..work too little..let's get to work.,"The phrase ""जास्त बोलू नको"" (don't talk too much) suggests frustration, indicating anger."
तुझ्या बापाची कुळं जरी आरी तरी तुझं कुत्रीस्वप्न सत्यात येणार नाही...,0,Neutral,"Even if your father's family survives, your dream won't come true...","While it dismisses someone's ambition, it does not convey a strong emotional charge."
फक्त गुजरातच नाहि तर त पण हरणाराच ही काळ्या दगडावरची पांढरी रेघ आहे.,0,Neutral,"Not only Gujarat, but also Haryana is the white line on the black stone.",It makes a firm statement about an outcome but does not carry significant emotion.
हा पत्रकार नेमका दसरा दिवाळीला च जागा होतो !!,-1,Anger,"This journalist wakes up exactly on Dussehra, Diwali!!",The use of sarcasm and frustration towards the journalist indicates anger.
ला जनमताशी गद्दारी केली त्यांना जाळणार ही मशाल,-1,Anger,This torch will burn those who betrayed public opinion.,"The statement conveys hostility and a sense of retribution, indicating anger."
श्रमाला किंमत नाही. आणि अशा व्यक्तीने खिल्ली उडवावी जी स्वतः परिचारिका होती,-1,Disgust,Labor has no price. And to be ridiculed by someone who was a nurse herself,"Expresses resentment towards someone’s attitude, conveying disgust."
सुप्रीम कोर्टाने दिवसभर वेळ खाण्याची काहीही गरज न्हवती. सकाळीच निकाल देऊन मोकळं व्हायचं होत.,0,Neutral,There was no need for the Supreme Court to waste time all day. It wanted to give its verdict in the morning and be free.,The statement critiques a process but does not strongly express emotion.
"अन् हा भाऊ या जन्मातच फुटला घरातुन ,किती कच्चा म्हणायचा!",-1,Disgust,"And this brother broke away from home in this very birth, how crude he was!","The phrase ""किती कच्चा"" suggests disdain, indicating disgust."
"ताई,,,ज्याच्या बापाची आहे त्यांच्या कडून हिसकावून घेतली कुठे फेडाल हे पाप",-1,Disgust,"Aunty, how will you repay this sin of taking it from the one whose father it belongs to?","The phrase ""पाप"" (sin) and the accusatory tone suggest disgust."
अरे कोरोना मध्ये मेला असतास तर बरे झाले असते...हा प्रश्न कुणी विचारला नसता,-1,Sadness,"Oh, it would have been better if you had died from Corona...no one would have asked this question.",Wishing death upon someone expresses deep negativity and sadness.
हे देशद्रोही आहे. —एक अंधभक्त,-1,Disgust,This is a traitor. —A blind devotee,Labeling someone a traitor in a derogatory manner suggests disgust.
महाराष्ट्रीयन ऑफ द इयर आहे की बिहारीयन ऑफ द इयर,0,Neutral,Maharashtrian of the Year or Bihari of the Year?,The statement raises a question but does not strongly express any emotion.
ढु धुण्याच्या परंपरे मूळे सुद्धा बराच त्रास होत असेल.... तसेच येत असतील ऑफिसला,0,Neutral,"The tradition of washing the feet must also be causing a lot of trouble.... Also, coming to the office",The sentence is speculative and lacks emotional intensity.
जमल तर त्या तून अंधेरी एकदा नक्की बघून ये म्हणजे इज्जतीचा भाजीपाला होणार नाही,0,Neutral,"If you can, come and see Andheri once, it won't be a vegetable of honor.",The sentence does not clearly convey strong emotions.
"तिला बँकेत नोकरी करयाची होती पण...', रस्ता सोडून घरात घुसलेल्या ट्रकने तरुणीस चिरडले",-1,Fear,"She wanted to work in a bank but...', A young woman was crushed by a truck that left the road and entered a house.","The phrase ""तरुणीस चिरडले"" (crushed young woman) conveys fear and tragedy."
गद्दारांच्या जिवावर मजा मारत आहेत,-1,Disgust,They are making fun of the lives of traitors.,Calling someone a traitor and ridiculing them conveys disgust.
पळून लय भारी गेलता हा संदीप,0,Neutral,This Sandeep ran away.,The sentence does not contain strong emotions.
मग कोर्टात कशाला झक मारायला युक्तिवाद करतात का,0,Neutral,Then why do they argue in court?,The statement is rhetorical and lacks strong emotion.
नीट घासत नसणार मग तु त्यामुळे तर तुला टॅग केलय,0,Neutral,"If you're not brushing properly, then you're tagged because of that.",The statement is casual and lacks strong emotion.
